Pseudo,Title,Review,Rating,Verified Purchase,Date,Score,Compound,Sentiment
Elizabeth Quinn,slower expected,knew 2019 budget tablet bought really cant complain suppose accustomed sensitivity response moremodern samsung phone tablet screen sensitive accustomed find press icons links considerably harder phone sometimes 2 3 times occurs without screen protector also noticeable lag afterward evident rightoutofthebox background programs running screen colors bright sound amazing price right afford better model buy tablet ok folks like tight budget bought watch netflix prime video traveling,5.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on January 19, 2023","{'neg': 0.022, 'neu': 0.864, 'pos': 0.114, 'compound': 0.9293}",0.9293,positive
Potsdam_sr,good computer handheld package,prior edition nice minor irks goyt 2019 edition loved it1and devloped screen crack returned got money back birthday november money earmarked got new 2019 perfect love thingi think refurbished affordable looks new try youll like,3.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on February 1, 2023","{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.9819}",0.9819,positive
Grumpy Old Recluse,👍🏻,👍🏻,5.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on August 14, 2022","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Kirk Bailey,works touch screen inaccurate slow,great movies shows web surfing eats battery touch screen somewhat maddening isn’t accurate it’s really slow,4.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on November 27, 2022","{'neg': 0.104, 'neu': 0.75, 'pos': 0.146, 'compound': 0.2944}",0.2944,positive
Marco Vagnarelli,good gift,speakers loudmy son dropped several times however case since bought internal screen keeps going bad changed changed screen went bad son thing case still great condition maybe might factory flaw one however kids still love,5.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on January 23, 2023","{'neg': 0.055, 'neu': 0.805, 'pos': 0.14, 'compound': 0.8735}",0.8735,positive
Elizabeth Quinn,red specs better,tablet less us model 64 gb internal storage one 32 gb storage fault read carefully purchasing wouldnt recommend tablet anyone wants use primary device games etc runs ok supposed ill keep itanother thing aware starts another language english spanish rudimentary knowledge spanish language help using youtube order settings able muddle way get set englishanother thing noticed touch screen sensitivity pretty low default setting change language input increasing pointer speed helps,5.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on January 19, 2023","{'neg': 0.041, 'neu': 0.868, 'pos': 0.091, 'compound': 0.8616}",0.8616,positive
Brooks,good cheap tablet casual use,everything youd expect tablet slower definitely reflection price point want cheap tablet casual use work fine want snappy tablet sharp screen possibly play games better look elsewhere,3.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on December 12, 2022","{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.9413}",0.9413,positive
SoulsSong,didnt get correct colour,received mine timei ordered 2 silver black didnt contact seller anything good condition everything good condition box one thing though make give 4 star ordered silver black got 2 silver please mistake anyone thank service continue shoppingit bro sis birthday coming august 16th checked working telling guys cant get pics yet soon give add pics everything good colour screen quality good battery life good everything description good new,3.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on July 18, 2021","{'neg': 0.011, 'neu': 0.857, 'pos': 0.132, 'compound': 0.9629}",0.9629,positive
Andys,bought 3 2 good 1 broke,bought 3 2 great charging port one broke within 6 weeks love samsung electronics several issues charging ports years,4.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on July 6, 2022","{'neg': 0.045, 'neu': 0.832, 'pos': 0.122, 'compound': 0.5023}",0.5023,positive
KonaPeters,nice product,laptop touchscreen overall nice works fine refurbished laptop,4.2 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on March 14, 2023","{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.7096}",0.7096,positive
VLBaird,arrived today,love color much bigger expected touch screen great looks brand new battery life great,4.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on February 17, 2023","{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.9246}",0.9246,positive
KonaPeters,great general use low storage capacity however,works great bought learn utilize windows 11 among things gaming storing bunch files documentsmusicvideosetc tried saving website files created couldn’t save computer addition music mention home videos store files flash drive you’re looking computer browse internet taxes general things it’s perfect mention it’s beautiful laptop,3.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on March 14, 2023","{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.957}",0.957,positive
Mo,decent inexpensive laptop good,im writer student use nonms programs could get chromebook also needed laptop way write research travelling large desktop work computer work done similar hp laptop keyboard touch pad went expect two things weakest link laptop buy silicon key cover make life keyboard last laptops average last abut 23 years another thing make computer last longer get usb mouse avoid using track padabout difference new old hps 4g ram 8g ram stream definitely good seizing lurching watch movie video additive microsoft put computer windows 10s easy get toggle change program windows 11 home capable evading corporate mss iron handed ownership computer instructions online send large postcard computer also instructions matter going settings changing iti mind pc ms marriage want computer tells use programs happened chromebook one constantly asking begging turn cloud service turn ms programs want send work cloud import big machine like extra usb port otherwise pretty basic reminds chromebook like cannot use nonms proprietary writing programs useas far using entertainment videos sound nice loud blasting picture great buffer endlessly may internet servicemy overall opinion nice good computer students writers want need spend 1000 top line equipment nope tuck bag go type computer,4.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on March 29, 2023","{'neg': 0.024, 'neu': 0.869, 'pos': 0.107, 'compound': 0.9915}",0.9915,positive
